Symbol,Company Name,Industry,Market Cap
GCI,Gannett Co.,Publishing,348224760
GCMG,GCM Grosvenor,Asset Management,1752491717
GCO,Genesco,Apparel Retail,318125808
GCT,GigaCloud Technology,Software - Infrastructure,1452871188
GCTK,GlucoTrack,Medical Instruments & Supplies,10657074
GCTS,GCT Semiconductor Holding,Semiconductors,301243180
GD,General Dynamics,Aerospace & Defense,79917226200
GDC,GD Culture Group,Electronic Gaming & Multimedia,6904784
GDDY,GoDaddy,Software - Infrastructure,17654448980
GDEN,Golden Entertainment,"Gambling, Resorts & Casinos",1032091200
GDEV,GDEV Inc.,Electronic Gaming & Multimedia,444226500
GDHG,Golden Heaven Group Holdings,Leisure,21424500
GDOT,Green Dot,Credit Services,474410706
GDRX,GoodRx Holdings,Medical - Healthcare Information Services,2658317189
GDS,GDS Holdings,Information Technology Services,1439313375
GDST,Goldenstone Acquisition,Shell Companies,75078067
GDTC,CytoMed Therapeutics,Biotechnology,24326882
GDYN,Grid Dynamics Holdings,Information Technology Services,925359666
GE,GE Aerospace,Industrial - Machinery,159201977400
GECC,Great Elm Capital,Asset Management,101481697
GEF,Greif,Packaging & Containers,3245573994
GEF.B,Greif,Packaging & Containers,3239582606
GEG,Great Elm Group,Medical Distribution,60727872
GEHC,GE HealthCare Technologies,Medical - Healthcare Information Services,40540455077
GEL,Genesis Energy,Oil & Gas Midstream,1431136560
GEN,Gen Digital,Software - Infrastructure,14050234600
GENC,Gencor Industries,Agricultural - Machinery,253724804
GENE,Genetic Technologies,Medical - Diagnostics & Research,10533185
GENI,Genius Sports,Internet Content & Information,1208568900
GENK,GEN Restaurant Group,Restaurants,392867072
GEO,The GEO Group,Security & Protection Services,1773148780
GEOS,Geospace Technologies,Oil & Gas Equipment & Services,186705742
GERN,Geron,Biotechnology,1887669390
GES,Guess',Apparel Retail,1686726423
GETR,Getaround,Software - Application,22568705
GETY,Getty Images Holdings,Internet Content & Information,1664295010
GEV,GE Vernova,,149471846496
GEVO,"Gevo, Inc.",Specialty Chemicals,177609250
GFAI,Guardforce AI,Security & Protection Services,36175762
GFF,Griffon,Conglomerates,3621439688
GFI,Gold Fields,Gold,15000602240
GFL,GFL Environmental,Waste Management,12088534000
GFR,Greenfire Resources,Oil & Gas Exploration & Production,426956325
GFS,GLOBALFOUNDRIES,Semiconductors,28061488650
GGAL,Grupo Financiero Galicia,Banks - Regional,5096129348
GGB,Gerdau,Steel,7837849600
GGE,Green Giant,Real Estate - Development,4461326
GGG,Graco,Industrial - Machinery,15490967690
GGR,Gogoro,Auto Parts,417573450
GH,Guardant Health,Medical - Diagnostics & Research,2397746100
GHC,Graham Holdings Company,Education & Training Services,3396957665
GHG,GreenTree Hospitality Group,Lodging,320217919
GHI,Greystone Housing Impact Investors LP,Mortgage Finance,368111526
GHIX,Gores Holdings IX,Shell Companies,202276557
GHLD,Guild Holdings Company,Financial - Mortgages,894571710
GHM,Graham,Industrial - Machinery,359066428
GHRS,GH Research,Biotechnology,571788819
GHSI,Guardion Health Sciences,Drug Manufacturers - Specialty & Generic,11685856
GIB,CGI Inc.,Information Technology Services,24929425679
GIC,Global Industrial Company,Industrial Distribution,1696387136
GIFI,Gulf Island Fabrication,Manufacturing - Metal Fabrication,123907050
GIGM,GigaMedia,Electronic Gaming & Multimedia,14312599
GIII,G-III Apparel Group,Apparel - Manufacturers,1253063307
GIL,Gildan Activewear,Apparel - Manufacturers,6205038190
GILD,Gilead Sciences,Drug Manufacturers - General,88312635300
GILT,Gilat Satellite Networks,Communication Equipment,342666761
GIPR,Generation Income Properties,REIT - Diversified,20486050
GIS,General Mills,Packaged Foods,38948235510
GKOS,Glaukos,Medical Devices,4665553424
GL,Globe Life,Insurance - Life,10515504286
GLAC,Global Lights Acquisition,Shell Companies,91365500
GLAD,Gladstone Capital,Asset Management,431608288
GLBE,Global-e Online,Internet Retail,5669035560
GLBS,Globus Maritime,Marine Shipping,46721821
GLBZ,Glen Burnie Bancorp,Banks - Regional,15382419
GLDD,Great Lakes Dredge & Dock,Engineering & Construction,574291984
GLDG,GoldMining,Gold,172809600
GLLI,Globalink Investment,Shell Companies,89661940
GLMD,Galmed Pharmaceuticals,Biotechnology,1245332
GLNG,Golar LNG,Oil & Gas Midstream,2632525760
GLOB,Globant,Information Technology Services,8594620912
GLP,Global Partners LP,Oil & Gas Midstream,1567197160
GLPG,Galapagos NV,Biotechnology,2094868777
GLPI,Gaming and Leisure Properties,REIT - Specialty,12069123200
GLRE,Greenlight Capital Re,Insurance - Reinsurance,440960399
GLSI,Greenwich LifeSciences,Biotechnology,227670104
GLST,Global Star Acquisition,Shell Companies,79916211
GLT,Glatfelter,Paper & Forest Products,83523060
GLTO,Galecto,Biotechnology,19854630
GLUE,Monte Rosa Therapeutics,Biotechnology,347567913
GLW,Corning,"Hardware, Equipment & Parts",27858814640
GLYC,GlycoMimetics,Biotechnology,178205356
GM,General Motors Company,Auto Manufacturers,52145603100
GMAB,Genmab,Biotechnology,19155997190
GMDA,Gamida Cell,Biotechnology,5305560
GME,GameStop,Specialty Retail,3480834740
GMED,Globus Medical,Medical Devices,7085391311
GMFI,Aetherium Acquisition,Shell Companies,70339533
GMGI,Golden Matrix Group,Electronic Gaming & Multimedia,103622997
GMM,Global Mofy Metaverse,Information Technology Services,22517422
GMRE,Global Medical REIT,REIT - Healthcare Facilities,559350485
GMS,GMS Inc.,Construction,3942331392
GNE,Genie Energy,Regulated Electric,424351103
GNFT,Genfit,Biotechnology,181448289
GNK,Genco Shipping & Trading,Marine Shipping,897767805
GNL,Global Net Lease,REIT - Diversified,1692999000
GNLN,Greenlane Holdings,Tobacco,1904447
GNLX,Genelux,Biotechnology,130566199
GNPX,Genprex,Biotechnology,4621056
GNRC,Generac Holdings,Industrial - Machinery,7730140418
GNS,Genius Group,Education & Training Services,30628073
GNSS,Genasys,"Hardware, Equipment & Parts",107866395
GNTA,Genenta Science,Biotechnology,60236193
GNTX,Gentex,Auto Parts,8342971680
GNTY,Guaranty Bancshares,Banks - Regional,340273650
GNW,Genworth Financial,Insurance - Life,2841652500
GO,Grocery Outlet Holding,Grocery Stores,2638459225
GOCO,GoHealth,Insurance Brokers,99701814
GODN,Golden Star Acquisition,Shell Companies,92356880
GOEV,Canoo,Auto Manufacturers,140637601
GOGL,Golden Ocean Group,Marine Shipping,2621115640
GOGO,Gogo Inc.,Telecommunications Services,1110358221
GOLD,Barrick Gold,Gold,30582029400
GOLF,Acushnet Holdings,Leisure,4179221154
GOOD,Gladstone Commercial,REIT - Diversified,537247005
GOOG,Alphabet,Internet Content & Information,1937324300134
GOOGL,Alphabet,Internet Content & Information,1933566629150
GOOS,Canada Goose Holdings,Apparel - Manufacturers,1118639005
GORO,Gold Resource,Gold,57683564
GORV,Lazydays Holdings,Auto & Truck Dealerships,74909520
GOSS,Gossamer Bio,Biotechnology,250396020
GOTU,Gaotu Techedu,Education & Training Services,1860606927
GOVX,GeoVax Labs,Biotechnology,4214281
GP,GreenPower Motor Company,Auto Manufacturers,45234072
GPAC,Global Partner Acquisition Corp II,Shell Companies,130321585
GPAK,Gamer Pakistan,Specialty Business Services,6573880
GPC,Genuine Parts Company,Specialty Retail,21348449760
GPCR,Structure Therapeutics,Biotechnology,1859051040
GPI,Group 1 Automotive,Auto - Dealerships,3821240139
GPK,Graphic Packaging Holding Company,Packaging & Containers,8639904420
GPMT,Granite Point Mortgage Trust,REIT - Mortgage,228568950
GPN,Global Payments,Specialty Business Services,32789893500
GPOR,Gulfport Energy,Oil & Gas Exploration & Production,2947601151
GPRE,Green Plains,Specialty Chemicals,1483222329
GPRK,GeoPark,Oil & Gas Exploration & Production,540286566
GPRO,GoPro,Consumer Electronics,331001471
GPS,The Gap,Apparel Retail,9597158040
GRAB,Grab Holdings,Software - Application,12315990000
GRBK,Green Brick Partners,Residential Construction,2655537550
GRC,The Gorman-Rupp Company,Industrial - Machinery,1007044903
GRDI,GRIID Infrastructure,Capital Markets,85957353
GREE,Greenidge Generation Holdings,Capital Markets,23700852
GRFS,Grifols,Drug Manufacturers - General,5474684676
GRFX,Graphex Group,Industrial Materials,18589992
GRI,GRI Bio,Biotechnology,1681354
GRIN,Grindrod Shipping Holdings,Marine Shipping,199588000
GRMN,Garmin,"Hardware, Equipment & Parts",28007113080
GRND,Grindr,Software - Application,1841620680
GRNQ,Greenpro Capital,Consulting Services,9996027
GRNT,Granite Ridge Resources,Shell Companies,849222990
GROM,Grom Social Enterprises,Internet Content & Information,1570015
GROV,Grove Collaborative Holdings,Household & Personal Products,59171124
GROW,U.S. Global Investors,Asset Management,39274533
GROY,Gold Royalty,Other Precious Metals & Mining,304561070
GRPN,Groupon,Internet Content & Information,446950840
GRRR,Gorilla Technology Group,Software - Infrastructure,58753995
GRTS,Gritstone bio,Biotechnology,116698064
GRTX,Galera Therapeutics,Biotechnology,8387277
GRVY,Gravity Co.,Electronic Gaming & Multimedia,507130722
GRWG,GrowGeneration,Specialty Retail,204808320
GRYP,Gryphon Digital Mining,Capital Markets,48029664
GS,The Goldman Sachs Group,Financial - Capital Markets,134783082000
GSAT,Globalstar,Telecommunications Services,2546000000
GSBC,Great Southern Bancorp,Banks - Regional,609967476
GSBD,Goldman Sachs BDC,Asset Management,1640857680
GSHD,Goosehead Insurance,Insurance - Diversified,1575369705
GSIT,GSI Technology,Semiconductors,127992700
GSIW,Garden Stage,Capital Markets,106750000
GSK,GSK plc,Drug Manufacturers - General,84290118398
GSL,Global Ship Lease,Marine Shipping,743528779
GSM,Ferroglobe,Industrial Materials,955296300
GSUN,Golden Sun Education Group,Education & Training Services,8410975
GT,The Goodyear Tire & Rubber Company,Auto Parts,3816080780
GTAC,Global Technology Acquisition I,Shell Companies,77989956
GTBP,GT Biopharma,Biotechnology,6419930
GTE,Gran Tierra Energy,Oil & Gas Exploration & Production,266611117
GTEC,Greenland Technologies Holding,Industrial - Machinery,26917110
GTES,Gates Industrial Corporation,Industrial - Machinery,4651169600
GTHX,G1 Therapeutics,Biotechnology,246381168
GTI,Graphjet Technology Sdn. Bhd.,Shell Companies,33404097
GTIM,Good Times Restaurants,Restaurants,28535520
GTLB,GitLab,Software - Application,8634728000
GTLS,Chart Industries,Industrial - Machinery,6638053079
GTN,Gray Television,Broadcasting,627585204
GTN.A,Gray Television,Broadcasting,602383479
GTX,Garrett Motion,Auto Parts,2351586720
GTY,Getty Realty,REIT - Retail,1443937488
GURE,Gulf Resources,Specialty Chemicals,15021936
GUTS,Fractyl Health,Biotechnology,349912920
GV,Visionary Education Technology Holdings Group,Education & Training Services,9453562
GVA,Granite Construction,Engineering & Construction,2477839105
GVH,Globavend Holdings,Integrated Freight & Logistics,18748500
GVP,GSE Systems,Software - Application,9124226
GWAV,Greenwave Technology Solutions,Waste Management,2467008
GWH,ESS Tech,Electrical Equipment & Parts,120638478
GWRE,Guidewire Software,Software - Application,9590373710
GWRS,Global Water Resources,Utilities - Regulated Water,305816280
GWW,W.W. Grainger,Industrial Distribution,49502861780
GXAI,Gaxos.ai,Electronic Gaming & Multimedia,6562032
GXO,GXO Logistics,Integrated Freight & Logistics,6109792260
GYRE,Gyre Therapeutics,Biotechnology,1464976656
GYRO,"Gyrodyne, LLC",Real Estate Services,17594480
H,Hyatt Hotels,Travel Lodging,15928637591
HA,Hawaiian Holdings,"Airlines, Airports & Air Services",690821918
HAE,Haemonetics,Medical Instruments & Supplies,4261969512
HAFC,Hanmi Financial,Banks - Regional,463086630
HAIA,Healthcare AI Acquisition,Shell Companies,59134871
HAIN,The Hain Celestial Group,Packaged Foods,629725124
HAL,Halliburton Company,Oil & Gas Equipment & Services,36351765680
HALO,Halozyme Therapeutics,Biotechnology,5111382420
HAO,Haoxi Health Technology,Advertising Agencies,164181609
HAS,Hasbro,Leisure,7694573040
HASI,Hannon Armstrong Sustainable Infrastructure Capital,REIT - Specialty,3077236470
HAYN,Haynes International,Manufacturing - Metal Fabrication,775033290
HAYW,Hayward Holdings,Electrical Equipment & Parts,3174034770
HBAN,Huntington Bancshares,Banks - Regional,19813574100
HBB,Hamilton Beach Brands Holding Company,"Furnishings, Fixtures & Appliances",345213966
HBCP,Home Bancorp,Banks - Regional,301605963
HBI,Hanesbrands,Apparel - Manufacturers,1817549690
HBIO,Harvard Bioscience,Medical Instruments & Supplies,182277060
HBM,Hudbay Minerals,Copper,2598901890
HBNC,Horizon Bancorp,Banks - Regional,538631940
HBT,HBT Financial,Banks - Regional,597740048
HCA,HCA Healthcare,Medical Care Facilities,87866567800
HCAT,Health Catalyst,Health Information Services,391786470
HCC,Warrior Met Coal,Coal,3087632592
HCI,HCI Group,Insurance - Property & Casualty,1152657660
HCKT,The Hackett Group,Information Technology Services,652397808
HCM,HUTCHMED (China),Drug Manufacturers - Specialty & Generic,2950072816
HCP,HashiCorp,Software - Infrastructure,5113397868
HCSG,Healthcare Services Group,Medical Care Facilities,911694609
HCTI,Healthcare Triangle,Medical - Healthcare Information Services,8880861
HCVI,Hennessy Capital Investment Corp. VI,Shell Companies,387600526
HCWB,HCW Biologics,Biotechnology,59717836
HD,The Home Depot,Home Improvement,356666658400
HDB,HDFC Bank,Banks - Regional,132699195260
HDSN,Hudson Technologies,Specialty Chemicals,515638497
HE,Hawaiian Electric Industries,Diversified Utilities,1217179600
HEAR,Turtle Beach,Consumer Electronics,310559256
HEES,H&E Equipment Services,Rental & Leasing Services,2326812507
HEI,HEICO,Aerospace & Defense,23004660872
HEI.A,HEICO,Aerospace & Defense,23026638282
HELE,Helen of Troy,Household & Personal Products,2585270568
HEPA,Hepion Pharmaceuticals,Biotechnology,11104461
HEPS,D-Market Elektronik Hizmetler ve Ticaret A.S.,Internet Retail,482499807
HES,Hess Corporation,Oil & Gas Exploration & Production,47970999360
HESM,Hess Midstream LP,Oil & Gas Midstream,8675275494
HFBL,"Home Federal Bancorp, Inc. of Louisiana",Banks - Regional,38982996
HFFG,HF Foods Group,Food Distribution,171593240
HFWA,Heritage Financial,Banks - Regional,644717514
HG,Hamilton Insurance Group,Insurance - Reinsurance,1474724070
HGAS,Global Gas,Specialty Chemicals,13800000
HGBL,Heritage Global,Capital Markets,96981336
HGTY,Hagerty,Insurance - Property & Casualty,755973615
HGV,Hilton Grand Vacations,"Gambling, Resorts & Casinos",4840266450
HHGC,HHG Capital,Shell Companies,55960216
HHH,Howard Hughes Holdings,Real Estate - Diversified,3491312108
HHS,Harte Hanks,Advertising Agencies,52355869
HI,Hillenbrand,Industrial - Machinery,3387557987
HIBB,Hibbett,Apparel Retail,841340644
HIFS,Hingham Institution for Savings,Banks - Regional,369866960
HIG,The Hartford Financial Services Group,Insurance - Diversified,30482820000
HIHO,Highway Holdings,Manufacturing - Metal Fabrication,9407848
HII,Huntington Ingalls Industries,Aerospace & Defense,11343478315
HIMS,Hims & Hers Health,Household & Personal Products,3193090230
HIMX,Himax Technologies,Semiconductors,943593400
HIPO,Hippo Holdings,Insurance - Specialty,530706947
HITI,High Tide,Medical - Pharmaceuticals,196530912
HIVE,HIVE Blockchain Technologies,Capital Markets,335759580
HIW,Highwoods Properties,REIT - Office,2604694400
HKD,AMTD Digital,Software - Application,606677317
HKIT,Hitek Global,Software - Application,23459612
HL,Hecla Mining Company,Gold,3413144280
HLF,Herbalife Nutrition,Packaged Foods,807991052
HLI,Houlihan Lokey,Financial - Capital Markets,8940839760
HLIO,Helios Technologies,Industrial - Machinery,1433944450
HLIT,Harmonic,Communication Equipment,1488389700
HLLY,Holley,Auto Parts,536980500
HLMN,Hillman Solutions,Manufacturing - Tools & Accessories,2018181880
HLN,Haleon,Drug Manufacturers - Specialty & Generic,37625080120
HLNE,Hamilton Lane,Asset Management,6324823826
HLP,Hongli Group,Steel,13485344
HLT,Hilton Worldwide Holdings,Travel Lodging,53500999370
HLTH,Cue Health,Medical - Healthcare Information Services,28691450
HLVX,HilleVax,Biotechnology,736566301
HLX,Helix Energy Solutions Group,Oil & Gas Equipment & Services,1789363840
HLXB,Helix Acquisition Corp. II,Shell Companies,236420870
HMC,Honda Motor Co.,Auto Manufacturers,62870385303
HMN,Horace Mann Educators,Insurance - Property & Casualty,1492530215
HMNF,HMN Financial,Banks - Regional,92374992
HMST,HomeStreet,Banks - Regional,268155072
HMY,Harmony Gold Mining Company,Gold,5325246967
HNI,HNI Corporation,Business Equipment & Supplies,2094350088
HNNA,Hennessy Advisors,Asset Management,53585526
HNRA,HNR Acquisition,Shell Companies,14396610
HNRG,Hallador Energy Company,Thermal Coal,177914520
HNST,The Honest Company,Specialty Retail,361516610
HNVR,Hanover Bancorp,Banks - Regional,104826358
HOFT,Hooker Furnishings,"Furnishings, Fixtures & Appliances",248652940
HOFV,Hall of Fame Resort & Entertainment Company,Entertainment,23343293
HOG,Harley-Davidson,Auto - Recreational Vehicles,5850358920
HOLI,Hollysys Automation Technologies,Electrical Equipment & Parts,1596483018
HOLO,MicroCloud Hologram,Electronic Components,23051895
HOLX,Hologic,Medical Instruments & Supplies,18198771960
HOMB,"Home Bancshares, Inc. (Conway, AR)",Banks - Regional,4750832320
HON,Honeywell International,Conglomerates,129112470540
HONE,HarborOne Bancorp,Banks - Regional,451467256
HOOD,Robinhood Markets,Software - Infrastructure,16800055669
HOOK,HOOKIPA Pharma,Biotechnology,76092631
HOPE,Hope Bancorp,Banks - Regional,1309395200
